

[INFO] 19:03:21:159 Gameboy/(7997:7997): SUSCRIPCION EXITOSA A LA COLA °

[INFO] 19:07:26:296 Gameboy/(8140:8140): SUSCRIPCION EXITOSA A LA COLA (null)

[INFO] 19:08:35:888 Gameboy/(8190:8190): SUSCRIPCION EXITOSA A LA COLA (null)

[INFO] 19:20:14:136 Gameboy/(8573:8573): SUSCRIPCION EXITOSA A LA COLA (null)

[INFO] 19:23:50:23 Gameboy/(8744:8744): SUSCRIPCION EXITOSA A LA COLA Ð¿8¹è¿ x·ø¸è¿

[INFO] 19:24:02:565 Gameboy/(8634:8634): SUSCRIPCION EXITOSA A LA COLA (null)

[INFO] 19:25:30:792 Gameboy/(8811:8811): SUSCRIPCION EXITOSA A LA COLA Ð˜ïÿ¿

[INFO] 19:43:31:487 Gameboy/(9874:9874): SUSCRIPCION EXITOSA A LA COLA APPEARED

[INFO] 17:42:54:312 Gameboy/(6139:6139): CONEXION EXITOSA CON EL BROKER
[INFO] 17:44:36:237 Gameboy/(6204:6204): CONEXION EXITOSA CON EL BROKER
[INFO] 17:45:53:296 Gameboy/(6235:6235): CONEXION EXITOSA CON EL BROKER
[INFO] 17:46:47:198 Gameboy/(6300:6300): CONEXION EXITOSA CON EL BROKER
[INFO] 17:48:09:955 Gameboy/(6384:6384): CONEXION EXITOSA CON EL BROKER
[INFO] 17:48:59:538 Gameboy/(6417:6417): CONEXION EXITOSA CON EL BROKER
[INFO] 17:51:14:673 Gameboy/(6513:6513): CONEXION EXITOSA CON EL BROKER
[INFO] 17:51:26:786 Gameboy/(6513:6513): SUSCRIPCION EXITOSA A LA COLA NEW

[INFO] 17:51:54:549 Gameboy/(6530:6530): CONEXION EXITOSA CON EL BROKER
[INFO] 17:54:34:891 Gameboy/(6631:6631): CONEXION EXITOSA CON EL BROKER
[INFO] 18:03:16:562 Gameboy/(6830:6830): CONEXION EXITOSA CON EL BROKER
[INFO] 18:20:45:798 Gameboy/(7020:7020): CONEXION EXITOSA CON EL BROKER
[INFO] 18:22:56:783 Gameboy/(7085:7085): CONEXION EXITOSA CON EL BROKER
[INFO] 18:24:22:483 Gameboy/(7182:7182): CONEXION EXITOSA CON EL BROKER
[INFO] 18:25:22:94 Gameboy/(7217:7217): CONEXION EXITOSA CON EL BROKER
[INFO] 19:03:15:234 Gameboy/(7881:7881): CONEXION EXITOSA CON EL BROKER
[INFO] 11:03:58:66 Gameboy/(4503:4503): CONEXION EXITOSA CON EL BROKER
[INFO] 11:05:25:552 Gameboy/(4548:4548): CONEXION EXITOSA CON EL BROKER
[INFO] 11:12:08:700 Gameboy/(4772:4772): CONEXION EXITOSA CON EL BROKER
[INFO] 11:19:23:460 Gameboy/(4903:4903): CONEXION EXITOSA CON EL BROKER
[INFO] 11:21:20:699 Gameboy/(5014:5014): CONEXION EXITOSA CON EL BROKER
[INFO] 11:26:31:421 Gameboy/(5210:5210): CONEXION EXITOSA CON EL BROKER
[INFO] 11:33:24:551 Gameboy/(5362:5362): CONEXION EXITOSA CON EL BROKER
[INFO] 11:37:40:89 Gameboy/(5555:5555): CONEXION EXITOSA CON EL BROKER
[INFO] 11:42:20:640 Gameboy/(5699:5699): CONEXION EXITOSA CON EL BROKER
[INFO] 11:44:05:671 Gameboy/(5739:5739): CONEXION EXITOSA CON EL BROKER
[INFO] 12:04:41:635 Gameboy/(6407:6407): CONEXION EXITOSA CON EL BROKER
[INFO] 12:06:13:31 Gameboy/(6479:6479): CONEXION EXITOSA CON EL BROKER
[INFO] 19:11:11:824 Gameboy/(9182:9182): CONEXION EXITOSA CON EL BROKER
[INFO] 19:41:12:693 Gameboy/(9995:9995): CONEXION EXITOSA CON EL BROKER
[INFO] 19:46:14:583 Gameboy/(10214:10214): CONEXION EXITOSA CON EL BROKER
[INFO] 19:48:53:166 Gameboy/(10311:10311): CONEXION EXITOSA CON EL BROKER
[INFO] 19:50:37:909 Gameboy/(10388:10388): CONEXION EXITOSA CON EL BROKER
[INFO] 19:55:10:453 Gameboy/(10544:10544): CONEXION EXITOSA CON EL BROKER
